name,property_type,room_type,bedrooms,beds,bed_type,bathrooms,minimum_nights,maximum_nights,cancellation_policy,price,security_deposit,cleaning_fee,extra_people,guests_included,street,sub_urban,government_area,country_code,market,latitude,longitude,host_id,host_name,host_location,host_neighbourhood,host_identity_verified,host_is_superhost,host_response_rate,avilability_30,avilability_60,avilability_90,avilability_365,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,review_scores_rating,total_reviews
Deluxe apartment in Harbiye 10 mins to taksim,Apartment,Entire home/apt,2.0,2,Real Bed,1.0,2,1125,strict_14_with_grace_period,765.0,0.0,385.0,0,6,"Şişli, İstanbul, Turkey",Şişli,Sisli,TR,Istanbul,41.04263,28.98566,26461394,Steve,"Istanbul, Turkey",Taksim,no,no,0.0,29,59,89,89,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
Bright uptown apartment in the heart of Harlem,Apartment,Entire home/apt,1.0,3,Real Bed,1.0,2,1125,flexible,200.0,0.0,65.0,15,2,"New York, NY, United States",Harlem,Harlem,US,New York,40.80803,-73.94647,20368225,Jessica,"New York, New York, United States",Harlem,yes,no,90.0,15,19,25,25,10,9,10,10,10,10,99,27508
Porto Trindade Cozy Flat,Apartment,Entire home/apt,2.0,4,Real Bed,1.5,2,1125,moderate,64.0,0.0,0.0,0,1,"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PT,Porto,41.15627,-8.60819,3953109,Feels Like Home,"Lisbon, Lisboa, Portugal",Santo Condestável,no,no,98.0,15,33,48,297,9,9,9,9,9,9,90,10913
Cozy Bedroom in Copacabana! R3,Apartment,Private room,1.0,1,Real Bed,1.0,1,30,strict_14_with_grace_period,131.0,500.0,80.0,40,1,"Rio de Janeiro, Rio de Janeiro, Brazil",Copacabana,Copacabana,BR,Rio De Janeiro,-22.967251622070783,-43.18169203502355,873070,Ylza,"Rio de Janeiro, Rio de Janeiro, Brazil",Copacabana,yes,yes,100.0,27,57,87,362,10,10,10,10,10,10,97,33004
North Shore Beach Bungalow Just Steps to the Sand!,Bungalow,Private room,2.0,2,Real Bed,1.0,1,1125,moderate,95.0,0.0,25.0,55,2,"Waialua, HI, United States",North Shore,North Shore Oahu,US,Oahu,21.58216,-158.12406,25102990,Tomas And Julia,"Waialua, Hawaii, United States",North Shore,yes,no,100.0,22,46,60,146,10,10,10,10,10,9,95,50081
"Lovely Studio for two! twinbed, wifi, CWB MTR",Apartment,Entire home/apt,0.0,1,Real Bed,1.0,1,1125,strict_14_with_grace_period,447.0,0.0,100.0,100,1,"Hong Kong, Hong Kong Island, Hong Kong",Wan Chai District,Wan Chai,HK,Hong Kong,22.28134,114.18182,125725695,Nancy,"Hong Kong Island, Hong Kong",Causeway Bay,no,no,98.0,11,35,65,336,9,9,9,9,10,9,85,34301
Cozy Living Room in Mid-Levels,Apartment,Shared room,1.0,1,Pull-out Sofa,1.0,2,28,flexible,314.0,0.0,0.0,0,1,"Hong Kong, Hong Kong Island, Hong Kong",Mid-Levels,Central & Western,HK,Hong Kong,22.28215,114.15007,25627749,Luke,Hong Kong,Mid-Levels,no,no,0.0,0,0,0,0,9,8,9,10,10,9,92,12161
Nice big room near Downtown,Apartment,Private room,1.0,1,Real Bed,2.0,1,1125,flexible,224.0,0.0,37.0,112,1,"Rio de Janeiro, Rio de Janeiro, Brazil",Flamengo,Flamengo,BR,Rio De Janeiro,-22.932397564673835,-43.17475739253271,9537721,Beatriz,"Rio de Janeiro, Rio de Janeiro, Brazil",-,no,no,67.0,17,39,69,344,9,9,10,10,10,9,93,1323
Cozy room in Sagrada Familia,Apartment,Private room,1.0,2,Real Bed,1.0,5,90,strict_14_with_grace_period,15.0,100.0,10.0,5,1,"Barcelona, Catalunya, Spain",Eixample,la Sagrada Família,ES,Barcelona,41.40318,2.181,7199745,Jeremy,"Barcelona, Catalonia, Spain",La Sagrada Família,yes,no,100.0,0,0,6,91,10,9,10,10,10,10,94,2
Large and bright room near the beach - Poblenou,Apartment,Private room,1.0,1,Real Bed,1.0,2,1125,moderate,52.0,0.0,0.0,7,1,"Barcelona, Catalunya, Spain",El Poblenou,el Poblenou,ES,Barcelona,41.39933,2.19603,40211677,Sofia,"Barcelona, Catalonia, Spain",El Poblenou,no,yes,100.0,10,38,68,68,10,10,10,10,10,10,98,2
Brand new flat! 2 BR + study (720 sqft),Apartment,Entire home/apt,2.0,2,Real Bed,2.0,12,1125,strict_14_with_grace_period,699.0,0.0,300.0,80,3,"Hong Kong, New Territories, Hong Kong",,Sai Kung,HK,Hong Kong,22.29569,114.27492,6304878,Daniel,"Hong Kong, Hong Kong",-,yes,no,0.0,0,0,0,0,10,10,10,10,8,10,100,963
1 Bedroom for rent at Le Gleneagles - 983,Apartment,Entire home/apt,1.0,1,Real Bed,1.0,180,1125,strict_14_with_grace_period,89.0,1000.0,87.0,0,2,"Montréal, Québec, Canada",Westmount,Ville-Marie,CA,Montreal,45.49621,-73.59338,387422,Simplissimmo,"Montreal, Quebec, Canada",Downtown Montreal,no,no,99.0,0,0,0,100,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
"Kapalua Ridge 511-13. Spacious villa offering one-of-a kind ocean, coastal, island AND golf views!",Villa,Entire home/apt,2.0,2,Real Bed,3.0,5,90,super_strict_30,380.0,0.0,257.0,0,2,"Lahaina, HI, United States",Westside,Lahaina,US,Maui,21.00118,-156.6585,124581034,Ridge Realty,"Kapalua, Hawaii, United States",-,no,yes,100.0,8,21,51,275,10,10,10,10,10,10,100,4786
Coney Island MCU Park Wi fi Cable Apt****,Apartment,Entire home/apt,1.0,1,Real Bed,1.0,3,120,strict_14_with_grace_period,110.0,0.0,0.0,0,3,"Brooklyn, NY, United States",Coney Island,Coney Island,US,New York,40.57609,-73.98605,114736959,Edwin & Isabel,"New York, New York, United States",Coney Island,no,no,90.0,28,55,85,163,10,10,10,10,9,10,95,16516
Central Park North $140 - 1 BR with yard,Apartment,Private room,2.0,4,Real Bed,1.5,2,1125,moderate,140.0,0.0,40.0,70,2,"New York, NY, United States",Manhattan,Harlem,US,New York,40.80142,-73.95487,126116466,James,"New York, New York, United States",Harlem,no,yes,100.0,27,53,83,172,10,10,10,10,10,10,98,20584
"V.N.Gaia Center , 10min Porto Center",Apartment,Private room,1.0,2,Real Bed,1.0,1,5,moderate,45.0,0.0,0.0,10,1,"Vila Nova de Gaia, Porto, Portugal",,Mafamude e Vilar do Paraíso,PT,Porto,41.1163,-8.60757,47694665,Olga,"Porto, Porto District, Portugal",-,yes,yes,0.0,30,60,90,90,10,10,10,10,9,9,100,5632
Perfect Peaceful Hale,House,Entire home/apt,4.0,5,Real Bed,3.5,3,1125,moderate,417.0,1000.0,470.0,25,8,"Honolulu, HI, United States",South Shore,Primary Urban Center,US,Oahu,21.25936,-157.79182,104269504,Karin,"Honolulu, Hawaii, United States",Liliha/Kapalama,no,yes,100.0,17,26,34,232,10,10,10,10,10,9,97,9791
Entire house in the heart of the Plateau,House,Entire home/apt,3.0,3,Real Bed,1.5,2,16,flexible,189.0,0.0,25.0,40,3,"Montréal, Québec, Canada",Le Plateau,Le Plateau-Mont-Royal,CA,Montreal,45.53528,-73.57801,24373475,Davide,"Montreal, Quebec, Canada",Le Plateau,no,no,100.0,28,58,87,148,10,10,10,10,10,9,95,4211
Cute Beachside Get Away,Apartment,Entire home/apt,2.0,2,Real Bed,1.0,4,21,flexible,139.0,0.0,60.0,0,1,"Coogee, NSW, Australia",Coogee,Randwick,AU,Sydney,-33.92647,151.25463,2442148,Imogene,"Sydney, New South Wales, Australia",Coogee,yes,no,0.0,0,0,0,0,10,10,10,10,10,10,100,400
Kona Tropical Bungalow,Guest suite,Entire home/apt,1.0,1,Real Bed,1.0,4,30,moderate,68.0,0.0,50.0,10,1,"Kailua-Kona, HI, United States",Island of Hawaiʻi,North Kona,US,The Big Island,19.60476,-155.9655,88617462,Bert,"Kailua-Kona, Hawaii, United States",Kailua/Kona,yes,no,100.0,0,0,0,0,9,9,10,10,9,9,95,13559
Beautiful apartment in the center,Loft,Entire home/apt,1.0,2,Real Bed,1.0,3,1125,strict_14_with_grace_period,100.0,150.0,40.0,20,2,"Barcelona, Cataluña, Spain",L'Antiga Esquerra de l'Eixample,l'Antiga Esquerra de l'Eixample,ES,Barcelona,41.38829,2.1588,9559117,Ana,"Vilanova i la Geltrú, Catalonia, Spain",L'Antiga Esquerra de l'Eixample,yes,yes,100.0,3,8,12,194,10,10,10,10,10,10,98,125143
Home Sweet Home ❤️of Downtown BreakfastBuffet&Spa,Apartment,Entire home/apt,1.0,2,Real Bed,1.0,1,1125,strict_14_with_grace_period,34.0,150.0,40.0,30,2,"Montréal, Québec, Canada",Downtown Montreal,Le Sud-Ouest,CA,Montreal,45.49069,-73.57464,125749836,Sarah,"Montreal, Quebec, Canada",Downtown Montreal,no,yes,100.0,21,46,71,332,10,9,10,10,10,10,96,37849
"In Sisli. Walking distance to Taksim,Nişantaşı.",Apartment,Private room,1.0,1,Real Bed,1.0,1,30,flexible,142.0,0.0,30.0,60,1,"Şişli, İstanbul, Turkey",Taksim,Sisli,TR,Istanbul,41.04177,28.98476,73005104,Gokce,"Istanbul, Istanbul, Turkey",-,no,no,0.0,30,60,90,365,not_available,not_available,not_available,not_available,not_available,not_available,not_available,250
Ao Coliseu 3C ( central 2 bedroom apartment ),Apartment,Entire home/apt,2.0,2,Real Bed,1.0,2,1125,moderate,75.0,0.0,20.0,10,4,"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PT,Porto,41.14538,-8.60387,126412228,Passos Manuel 236 AL,"Porto, Porto District, Portugal",-,no,no,100.0,4,8,19,230,10,10,9,9,10,10,97,23564
Clean and cosy bedroom,Apartment,Private room,1.0,1,Real Bed,1.0,1,1125,moderate,84.0,0.0,0.0,0,1,"Üsküdar, İstanbul, Turkey",Üsküdar,Uskudar,TR,Istanbul,41.02143,29.01822,9568120,Hakan,"Istanbul, İstanbul, Turkey",-,no,no,0.0,30,60,90,90,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
"Cozy, separated living room in Prospect Park, NYC",Apartment,Private room,0.0,1,Pull-out Sofa,1.0,2,180,moderate,45.0,0.0,10.0,15,1,"Brooklyn, NY, United States",Flatbush,Flatbush,US,New York,40.64709,-73.96655,10777069,Dmitriy,"New York, New York, United States",Flatbush,no,no,100.0,0,0,0,0,10,10,10,9,9,9,94,13683
Center of Waikiki Renovated Ocean View Condo(MS03),Condominium,Entire home/apt,0.0,1,Real Bed,1.0,2,1125,strict_14_with_grace_period,148.0,0.0,124.0,0,1,"Honolulu, HI, United States",Waikiki,Primary Urban Center,US,Oahu,21.28065,-157.82792,42705922,Lei Hawaii,"Honolulu, Hawaii, United States",Waikiki,yes,no,99.0,11,13,30,247,10,9,10,9,10,9,93,24404
"Modern Apartment in Kennedy Town, super convenient",Apartment,Entire home/apt,1.0,1,Real Bed,1.0,3,1125,flexible,801.0,0.0,250.0,0,1,"Hong Kong, Hong Kong Island, Hong Kong",Kennedy Town,Central & Western,HK,Hong Kong,22.28271,114.12722,36336254,Stella,"Hong Kong, Hong Kong",Kennedy Town,no,no,0.0,0,0,0,0,9,8,9,10,9,9,92,2654
M&S Apartments Porto,Apartment,Entire home/apt,1.0,1,Real Bed,1.0,1,1125,strict_14_with_grace_period,49.0,0.0,15.0,10,2,"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PT,Porto,41.16171,-8.60524,126533604,Pedro,"Porto, Porto District, Portugal",-,no,no,67.0,0,0,0,0,7,9,8,8,9,7,78,8225
Taşdelen kardiyum sakin oda,Apartment,Entire home/apt,1.0,1,Real Bed,1.0,1,30,flexible,69.0,0.0,0.0,0,1,"Çekmeköy, İstanbul, Turkey",,Cekmekoy,TR,Istanbul,41.03629,29.22225,108366594,Yucel,TR,-,no,no,0.0,29,59,89,89,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
AMAZING Waikiki Skytower Condo - Close Walk to Everything! - Waikiki Sky Tower Mountain 1 BDR on the 14th Floor,Condominium,Entire home/apt,1.0,2,Real Bed,1.0,3,90,strict_14_with_grace_period,113.0,0.0,148.0,0,4,"Honolulu, HI, United States",Oʻahu,Primary Urban Center,US,Oahu,21.27708,-157.82255,92715155,Ali'I Beach Rentals,"Honolulu, Hawaii, United States",Waikiki,no,no,94.0,3,21,48,237,8,6,6,6,10,8,80,1360
Bright and Breezy Bondi Beach Pad,Apartment,Entire home/apt,1.0,2,Real Bed,1.0,2,1125,strict_14_with_grace_period,141.0,150.0,125.0,25,2,"Bondi Beach, NSW, Australia",Bondi Beach,Waverley,AU,Sydney,-33.88826,151.27232,9675822,Sarah,"Darlinghurst, New South Wales, Australia",-,yes,no,100.0,11,41,71,162,9,8,9,9,10,8,82,15471
"""Gorgeous and artfully styled oasis ....""",Guest suite,Entire home/apt,1.0,1,Real Bed,1.0,1,2,moderate,300.0,500.0,0.0,0,2,"Greenwich, NSW, Australia",Greenwich,Lane Cove,AU,Sydney,-33.82787,151.18298,10132237,Louise,"New South Wales, Australia",Greenwich,yes,yes,100.0,0,0,0,0,10,10,10,10,9,10,100,1326
The Porto Concierge - Belvedere First,Apartment,Entire home/apt,2.0,2,Real Bed,1.0,2,1125,moderate,60.0,0.0,15.0,10,2,"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PT,Porto,41.1519,-8.61725,75552448,José,PT,-,no,no,100.0,13,43,73,341,9,9,9,9,10,9,89,49203
"Ocean Front Ecstasy! Homey w/Tile Floor, Full Kitchen, WiFi, Flat Screen–Paki Maui 409",Condominium,Entire home/apt,1.0,1,Real Bed,1.0,2,21,super_strict_30,377.0,0.0,120.0,0,1,"LAHAINA, HI, United States",Westside,Lahaina,US,Maui,20.95283,-156.68747,126555013,Castle Paki Maui,"Kaanapali, Hawaii, United States",-,no,no,94.0,13,22,31,216,9,9,9,9,10,9,86,2147
Character renovated house close to city,House,Entire home/apt,4.0,4,Real Bed,1.0,2,35,moderate,264.0,0.0,90.0,0,6,"Glebe, NSW, Australia",Glebe,Sydney,AU,Sydney,-33.87791,151.18843,59940377,Bill,"Sydney, New South Wales, Australia",Glebe,yes,no,0.0,0,0,0,0,10,10,10,10,10,10,98,22120
Spacious Sunlit 1 BR Apartment in Heart of Harlem,Apartment,Entire home/apt,1.0,1,Real Bed,1.0,30,365,strict_14_with_grace_period,110.0,500.0,0.0,0,2,"New York, NY, United States",Manhattan,Harlem,US,New York,40.80355,-73.94647,4213096,Jeff,"New York, New York, United States",Harlem,yes,no,100.0,21,21,47,229,10,9,10,10,10,10,100,825
"Beachside room not far from the airport,",House,Private room,1.0,1,Real Bed,1.0,1,15,moderate,73.0,0.0,25.0,15,1,"Malabar, NSW, Australia",Malabar,Randwick,AU,Sydney,-33.9661,151.24997,30738572,Fiona,"Sydney, New South Wales, Australia",-,yes,no,0.0,0,0,0,151,10,10,10,10,10,10,99,5984
Acogedor alojamiento en SAGRADA FAMILIA,Apartment,Private room,2.0,2,Real Bed,1.0,3,1124,moderate,29.0,0.0,20.0,25,2,"Barcelona, Catalunya, Spain",Gràcia,el Camp d'en Grassot i Gràcia Nova,ES,Barcelona,41.40419,2.16632,4030343,Sergio,"Nyons, Auvergne-Rhône-Alpes, France",Camp d'en Grassot i Gràcia Nova,yes,yes,100.0,6,22,52,77,10,10,10,10,10,10,98,2
"LARGE LUXURY 2bed,w/King,Queen & Full, TIMES SQ",Apartment,Entire home/apt,2.0,3,Real Bed,1.0,1,120,strict_14_with_grace_period,350.0,0.0,95.0,40,4,"New York, NY, United States",Hell's Kitchen,Hell's Kitchen,US,New York,40.76438,-73.9886,3169815,Joe,"New York, New York, United States",Hell's Kitchen,yes,yes,100.0,13,15,21,200,10,9,10,10,10,9,98,35282
Spacious Contemporary Home with Pool,House,Entire home/apt,3.0,3,Real Bed,3.0,14,24,strict_14_with_grace_period,395.0,500.0,120.0,0,1,"Kingsford, NSW, Australia",Kingsford,Randwick,AU,Sydney,-33.93401,151.2337,11772319,Kerri,"Kingsford, New South Wales, Australia",Kingsford,yes,no,0.0,0,0,0,0,10,8,10,6,10,8,100,504
Comfortable Flat in İstanbul,Apartment,Private room,1.0,1,Real Bed,2.0,4,30,flexible,105.0,0.0,0.0,0,1,"Kağıthane, İstanbul, Turkey",Şişli,Kagithane,TR,Istanbul,41.08107,28.99931,63578931,Utku,"Antalya, Antalya, Turkey",-,no,no,0.0,0,0,0,0,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
Great location/ 1 min sub./ terrace,Apartment,Entire home/apt,1.0,1,Real Bed,1.0,3,90,moderate,99.0,500.0,0.0,10,2,"Montréal, Québec, Canada",Verdun,Verdun,CA,Montreal,45.46158,-73.56593,6188332,Laurence,"Montreal, Quebec, Canada",Verdun,yes,no,100.0,3,6,22,147,10,10,10,10,9,10,98,34490
Sunny & Spacious 1 Bedroom in Central Harlem!,Apartment,Entire home/apt,1.0,1,Real Bed,1.0,2,1125,moderate,150.0,0.0,30.0,0,1,"New York, NY, United States",East Harlem,East Harlem,US,New York,40.8136,-73.93606,2946771,Kara,"New York, New York, United States",East Harlem,no,yes,100.0,0,0,0,0,10,10,10,10,9,10,98,17198
Spacious private room close St. Barnabas Hospital,Apartment,Private room,1.0,1,Real Bed,1.0,2,90,moderate,38.0,100.0,25.0,20,1,"Bronx, NY, United States",The Bronx,Tremont,US,New York,40.84647,-73.89299,127249880,Emma,"New York, New York, United States",Tremont,yes,no,100.0,1,31,61,336,9,10,9,10,8,9,90,11513
"Bright, beautiful room for a comfortable stay",House,Private room,1.0,1,Real Bed,1.0,3,25,strict_14_with_grace_period,53.0,0.0,10.0,0,1,"Bronx, NY, United States",The Bronx,University Heights,US,New York,40.85487,-73.91391,13649613,"Rossy,  Carmen And Juan","New York, New York, United States",University Heights,yes,no,100.0,15,31,35,35,10,9,10,10,9,9,95,17547
KS RESIDENCE - Apt Completo p/ 3 pessoas,Apartment,Entire home/apt,2.0,1,Real Bed,2.0,1,30,moderate,321.0,0.0,0.0,95,1,"Rio de Janeiro, Rio de Janeiro, Brazil",Barra da Tijuca,Barra da Tijuca,BR,Rio De Janeiro,-23.009072925696568,-43.30694704021649,3106503,Stephan Oliveira,"Rio de Janeiro, State of Rio de Janeiro, Brazil",-,no,no,10.0,24,54,84,359,10,10,10,10,10,10,100,188
Bright & Airy Private Room near L/JMZ trains,Apartment,Private room,1.0,1,Real Bed,1.5,2,1125,flexible,54.0,0.0,0.0,0,1,"Brooklyn, NY, United States",Brooklyn,Bushwick,US,New York,40.70341,-73.9292,88314328,Leah,"New York, New York, United States",Bushwick,no,no,0.0,0,0,0,0,10,9,10,10,10,10,93,890
Entire MASSIVE apt. for 4 ppl 1 Block from Subway,Apartment,Entire home/apt,1.0,2,Real Bed,1.0,3,60,strict_14_with_grace_period,197.0,500.0,25.0,20,2,"Queens, NY, United States",Queens,Forest Hills,US,New York,40.72571,-73.84944,10335937,Eva,"Rochester, New York, United States",Forest Hills,no,no,0.0,0,0,0,0,10,9,10,10,9,10,96,8822
【 1 min to MTR】Standard Double Bed Room尖沙咀標準大床房,Apartment,Private room,1.0,1,Real Bed,1.0,1,1125,strict_14_with_grace_period,400.0,0.0,0.0,50,2,"Hong Kong, Kowloon, Hong Kong",Tsim Sha Tsui,Yau Tsim Mong,HK,Hong Kong,22.29891,114.17143,94983554,Jane,Hong Kong,Tsim Sha Tsui,yes,no,92.0,7,28,58,318,9,9,10,10,10,9,90,22074
Montréal en famille ou amis,Apartment,Entire home/apt,2.0,2,Real Bed,1.0,2,1125,strict_14_with_grace_period,75.0,300.0,75.0,25,4,"Montréal, Québec, Canada",Mercier-Hochelaga-Maisonneuve,Mercier-Hochelaga-Maisonneuve,CA,Montreal,45.5558,-73.53136,124103434,Brigitte,"Montreal, Québec, Canada",Hochelaga-Maisonneuve,no,no,100.0,0,0,3,3,10,10,10,10,8,10,95,8348
Private room,Apartment,Private room,1.0,1,Real Bed,1.0,1,1125,flexible,78.0,100.0,40.0,170,1,"Porto, Porto, Portugal",,"Canedo, Vale e Vila Maior",PT,Porto,41.00962,-8.4022,127242256,Guilherme,"Porto, Porto District, Portugal",-,no,no,0.0,30,60,90,90,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
"Casa acolhedora, 2 minutos do rio douro",House,Entire home/apt,2.0,2,Real Bed,1.0,2,1125,moderate,31.0,0.0,15.0,15,4,"Valbom, Porto, Portugal",,"Gondomar (São Cosme), Valbom e Jovim",PT,Porto,41.13593,-8.56464,44779942,Sandra,"Valbom, Porto, Portugal",-,yes,yes,100.0,21,43,67,281,10,10,10,10,9,10,95,31211
Atico en Paseo de Gracia,Apartment,Entire home/apt,1.0,4,Real Bed,1.0,4,1125,moderate,106.0,0.0,50.0,0,1,"Barcelona, Catalunya, Spain",Eixample,la Dreta de l'Eixample,ES,Barcelona,41.39542,2.16073,116797836,Llorens,"Olesa de Montserrat, Catalonia, Spain",Dreta de l'Eixample,no,no,98.0,2,5,17,56,8,9,9,9,10,8,85,2
"Garden Room: A Feast for the Senses Big Island,Hi.",House,Private room,1.0,2,Real Bed,1.0,2,1125,strict_14_with_grace_period,110.0,0.0,50.0,10,2,"Kapaau, HI, United States",Island of Hawaiʻi,North Kohala,US,The Big Island,20.22656,-155.79756,9635363,Bobi,"Kapaau, Hawaii, United States",North Kohala,yes,no,100.0,30,59,81,356,10,10,10,10,10,10,96,17071
Large room in a centennial house,House,Private room,1.0,2,Real Bed,1.0,2,1125,strict_14_with_grace_period,119.0,0.0,0.0,50,1,"Rio, Rio de Janeiro, Brazil",Santa Teresa,Santa Teresa,BR,Rio De Janeiro,-22.918187895407428,-43.18978902444573,9269441,Elmiro,"Rio de Janeiro, Rio de Janeiro, Brazil",-,yes,no,100.0,25,55,85,360,10,10,10,10,9,9,100,5743
relaxing in Porto,Apartment,Entire home/apt,1.0,1,Real Bed,1.0,2,1125,moderate,35.0,0.0,10.0,10,2,"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PT,Porto,41.16264,-8.62281,38727307,Isabel,"Porto, Porto District, Portugal",-,no,no,100.0,0,0,0,15,10,9,10,10,8,10,93,9988
Lanikai Plantation - 4 bedrooms/3 baths,House,Private room,4.0,5,Real Bed,3.0,4,1125,strict_14_with_grace_period,595.0,1000.0,425.0,20,8,"Kailua, HI, United States",Oʻahu,Koolaupoko,US,Oahu,21.38483,-157.71179,81170179,Lori,US,Kailua,no,no,100.0,8,28,58,145,10,8,10,10,10,8,90,1097
Spacious 3 BR 12ppl Beside MTR :),Apartment,Entire home/apt,3.0,6,Real Bed,2.0,2,1125,strict_14_with_grace_period,1397.0,0.0,480.0,0,1,"香港, Mongkok, Hong Kong",Yau Tsim Mong,Yau Tsim Mong,HK,Hong Kong,22.31326,114.17134,14634338,Rick,HK,Mong Kok,no,no,100.0,8,24,51,322,10,9,10,10,10,10,96,3054
House Of Hawaii Dreams,Guesthouse,Entire home/apt,2.0,3,Real Bed,1.0,2,60,strict_14_with_grace_period,299.0,300.0,195.0,0,1,"Honolulu, HI, United States",Kuliouou/Kalani Iki,East Honolulu,US,Oahu,21.28212,-157.75874,128054997,Hannah,"Hawaii, United States",Kuliouou/Kalani Iki,no,yes,100.0,6,24,35,258,10,10,10,10,10,10,98,29112
旺角獨立房間,Guest suite,Private room,1.0,1,Real Bed,1.0,1,5,flexible,447.0,0.0,100.0,100,1,"香港, 九龍, Hong Kong",Yau Tsim Mong,Yau Tsim Mong,HK,Hong Kong,22.31998,114.1705,54796073,Victor,Hong Kong,-,no,no,0.0,0,0,0,0,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
Sunny loft-style apartment in Place-des-Arts !,Loft,Entire home/apt,1.0,1,Real Bed,1.0,1,7,strict_14_with_grace_period,301.0,3000.0,50.0,10,2,"Montréal, Québec, Canada",Le Plateau,Le Plateau-Mont-Royal,CA,Montreal,45.51123,-73.57067,16588093,Montréal,"Paris, Île-de-France, France",Le Plateau,no,no,0.0,30,60,90,90,10,10,10,10,10,10,100,3374
Cozy Nest Stunning Bathroom Near OldPort & DT,Apartment,Entire home/apt,1.0,4,Real Bed,1.0,3,28,moderate,75.0,250.0,50.0,0,1,"Montréal, Québec, Canada",Le Plateau-Mont-Royal,Ville-Marie,CA,Montreal,45.53688,-73.55818,91549951,Tanguy & Uriel,"Montreal, Québec, Canada",Ville-Marie,no,yes,100.0,5,19,31,38,10,10,10,10,9,10,96,49857
Hale Nui Ohana,House,Entire home/apt,4.0,4,Real Bed,4.0,5,1125,strict_14_with_grace_period,343.0,0.0,424.0,25,8,"Kailua-Kona, HI, United States",Kailua/Kona,North Kona,US,The Big Island,19.61198,-155.9684,107503112,Wayne B.,"Kailua-Kona, Hawaii, United States",Kailua/Kona,no,no,100.0,29,59,89,352,9,9,7,9,10,9,80,387
MODERNIST AND LUXURIOUS FLAT IN IDYLLIC LOCATION,Apartment,Entire home/apt,2.0,2,Real Bed,1.0,32,1125,strict_14_with_grace_period,74.0,1000.0,0.0,0,2,"Barcelona, Catalunya, Spain",Eixample,l'Antiga Esquerra de l'Eixample,ES,Barcelona,41.38974,2.15816,7843388,Leyre,"Barcelona, Catalonia, Spain",Vallcarca i els Penitents,no,no,95.0,0,0,0,183,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
